115.000000   0.000000   0.000000
110.000000   0.000000   0.000000
105.000000   0.000000   0.000000
100.000000   0.000000   0.000000
 95.000000   0.000000   0.000000
 90.000000   0.000000   0.000000
 85.000000   0.000000   0.000000
 80.000000   0.000001   0.000000
 75.000000   0.000001   0.000000
 70.000000   0.000003   0.000000
 65.000000   0.000005   0.000000
 60.000000   0.000010   0.000000
 55.000000   0.000018   0.000000
 50.000000   0.000033   0.000000
 47.500000   0.000052   0.000001
 45.000000   0.000072   0.000002
 42.500000   0.000102   0.000005
 40.000000   0.000145   0.000014
 37.500000   0.000208   0.000033
 35.000000   0.000304   0.000062
 32.500000   0.000447   0.000095
 30.000000   0.000659   0.000129
 27.500000   0.000969   0.000158
 25.000000   0.001430   0.000181
 24.000000   0.001871   0.000190
 23.000000   0.002192   0.000184
 22.000000   0.002570   0.000182
 21.000000   0.003015   0.000176
 20.000000   0.003540   0.000166
 19.000000   0.004148   0.000151
 18.000000   0.004852   0.000132
 17.000000   0.005676   0.000109
 16.000000   0.006639   0.000083
 15.000000   0.007766   0.000056
 14.000000   0.009087   0.000033
 13.000000   0.010632   0.000019
 12.000000   0.012441   0.000014
 11.000000   0.014553   0.000013
 10.000000   0.016750   0.000013
  9.000000   0.018954   0.000013
  8.000000   0.021375   0.000015
  7.000000   0.024023   0.000017
  6.000000   0.026916   0.000019
  5.000000   0.030068   0.000021
  4.000000   0.033495   0.000023
  3.000000   0.037216   0.000026
  2.000000   0.041247   0.000028
  1.000000   0.045608   0.000031
  0.000000   0.050307   0.000035
