115.000000   0.000000   0.000000
110.000000   0.000000   0.000000
105.000000   0.000000   0.000000
100.000000   0.000000   0.000000
 95.000000   0.000000   0.000000
 90.000000   0.000000   0.000000
 85.000000   0.000000   0.000000
 80.000000   0.000000   0.000000
 75.000000   0.000001   0.000000
 70.000000   0.000002   0.000000
 65.000000   0.000004   0.000000
 60.000000   0.000008   0.000000
 55.000000   0.000015   0.000000
 50.000000   0.000027   0.000000
 47.500000   0.000042   0.000001
 45.000000   0.000058   0.000002
 42.500000   0.000082   0.000006
 40.000000   0.000117   0.000015
 37.500000   0.000168   0.000036
 35.000000   0.000245   0.000067
 32.500000   0.000361   0.000102
 30.000000   0.000532   0.000139
 27.500000   0.000782   0.000170
 25.000000   0.001154   0.000195
 24.000000   0.001511   0.000204
 23.000000   0.001770   0.000199
 22.000000   0.002075   0.000196
 21.000000   0.002434   0.000190
 20.000000   0.002858   0.000179
 19.000000   0.003349   0.000163
 18.000000   0.003917   0.000143
 17.000000   0.004582   0.000117
 16.000000   0.005360   0.000089
 15.000000   0.006270   0.000061
 14.000000   0.007336   0.000036
 13.000000   0.008584   0.000020
 12.000000   0.010044   0.000015
 11.000000   0.011749   0.000013
 10.000000   0.013522   0.000013
  9.000000   0.015302   0.000014
  8.000000   0.017256   0.000016
  7.000000   0.019394   0.000018
  6.000000   0.021730   0.000020
  5.000000   0.024274   0.000022
  4.000000   0.027042   0.000025
  3.000000   0.030045   0.000028
  2.000000   0.033300   0.000031
  1.000000   0.036820   0.000034
  0.000000   0.040614   0.000037
