115.000000   0.000000   0.000000
110.000000   0.000000   0.000000
105.000000   0.000000   0.000000
100.000000   0.000000   0.000000
 95.000000   0.000000   0.000000
 90.000000   0.000000   0.000000
 85.000000   0.000000   0.000000
 80.000000   0.000001   0.000000
 75.000000   0.000002   0.000000
 70.000000   0.000004   0.000000
 65.000000   0.000007   0.000000
 60.000000   0.000014   0.000000
 55.000000   0.000026   0.000000
 50.000000   0.000047   0.000001
 47.500000   0.000073   0.000002
 45.000000   0.000102   0.000005
 42.500000   0.000143   0.000008
 40.000000   0.000204   0.000016
 37.500000   0.000294   0.000032
 35.000000   0.000429   0.000054
 32.500000   0.000631   0.000077
 30.000000   0.000930   0.000101
 27.500000   0.001369   0.000122
 25.000000   0.002020   0.000141
 24.000000   0.002643   0.000148
 23.000000   0.003097   0.000145
 22.000000   0.003630   0.000143
 21.000000   0.004260   0.000137
 20.000000   0.005001   0.000129
 19.000000   0.005860   0.000118
 18.000000   0.006854   0.000104
 17.000000   0.008018   0.000087
 16.000000   0.009378   0.000068
 15.000000   0.010971   0.000049
 14.000000   0.012836   0.000033
 13.000000   0.015020   0.000022
 12.000000   0.017574   0.000018
 11.000000   0.020559   0.000016
 10.000000   0.023662   0.000016
  9.000000   0.026776   0.000016
  8.000000   0.030195   0.000017
  7.000000   0.033937   0.000018
  6.000000   0.038024   0.000020
  5.000000   0.042476   0.000022
  4.000000   0.047318   0.000025
  3.000000   0.052574   0.000029
  2.000000   0.058269   0.000033
  1.000000   0.064429   0.000036
  0.000000   0.071067   0.000040
