115.000000   0.000000   0.000000
110.000000   0.000000   0.000000
105.000000   0.000000   0.000000
100.000000   0.000000   0.000000
 95.000000   0.000000   0.000000
 90.000000   0.000000   0.000001
 85.000000   0.000001   0.000002
 80.000000   0.000001   0.000004
 75.000000   0.000003   0.000006
 70.000000   0.000007   0.000012
 65.000000   0.000014   0.000047
 60.000000   0.000027   0.000160
 55.000000   0.000050   0.000486
 50.000000   0.000091   0.001521
 47.500000   0.000142   0.003437
 45.000000   0.000196   0.006150
 42.500000   0.000276   0.010507
 40.000000   0.000394   0.017520
 37.500000   0.000568   0.028388
 35.000000   0.000827   0.042371
 32.500000   0.001218   0.058470
 30.000000   0.001796   0.078597
 27.500000   0.002642   0.104064
 25.000000   0.003898   0.135543
 24.000000   0.005102   0.158624
 23.000000   0.005977   0.167628
 22.000000   0.007006   0.174483
 21.000000   0.008220   0.174689
 20.000000   0.009651   0.172248
 19.000000   0.011308   0.165734
 18.000000   0.013228   0.152127
 17.000000   0.015474   0.136404
 16.000000   0.018099   0.118293
 15.000000   0.021172   0.102306
 14.000000   0.024773   0.090835
 13.000000   0.028987   0.081778
 12.000000   0.033917   0.074882
 11.000000   0.039677   0.066055
 10.000000   0.045665   0.050232
  9.000000   0.051675   0.036768
  8.000000   0.058274   0.028232
  7.000000   0.065495   0.023180
  6.000000   0.073382   0.021702
  5.000000   0.081974   0.021102
  4.000000   0.091319   0.021504
  3.000000   0.101462   0.022595
  2.000000   0.112453   0.024715
  1.000000   0.124340   0.025967
  0.000000   0.137152   0.026252
