 -0.9499971523235653 7159
 -0.8499978564284102 6554
 -0.749998560533255 5902
 -0.6499992646380999 5275
 -0.5499999687429447 4703
 -0.4500006728477894 4413
 -0.3500013769526342 4225
 -0.2500020810574791 3965
 -0.150002785162324 3822
 -0.0500034892671688 3777
 0.04999580662798653 3782
 0.1499951025231415 3845
 0.2499943984182967 4080
 0.349993694313452 4234
 0.4499929902086069 4661
 0.5499922861037624 4842
 0.6499915819989174 5229
 0.7499908778940726 5914
 0.8499901737892278 6545
 0.9499894696843828 7073
